title,url,categories,description_short,description_long,difficulty,duration,free_option,number_of_enroll,rating,paid_option,language,subtitle,platform,provider,image_url
Applied Data Science for Data Analysts,https://www.coursera.org/learn/applied-data-science-for-data-analysts,"Data Science, Data Analysis",,"In this course, you will develop your data science skills while solving real-world problems. You'll work through the data science process to and use unsupervised learning to explore data, engineer and select meaningful features, and solve complex supervised learning problems using tree-based models. You will also learn to apply hyperparameter tuning and cross-validation strategies to improve model performance.NOTE: This is the third and final course in the Data Science with Databricks for Data Analysts Coursera specialization. To be successful in this course we highly recommend taking the first two courses in that specialization prior to taking this course. These courses are: Apache Spark for Data Analysts and Data Science Fundamentals for Data Analysts.",1,1,1,1575,4.2,Refer to link for price,English,English,Coursera,Databricks,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Approximation Algorithms,https://www.coursera.org/learn/approximation-algorithms,"Computer Science, Algorithms",,"Many real-world algorithmic problems cannot be solved efficiently using traditional algorithmic tools, for example because the problems are NP-hard. The goal of this course is to become familiar with important algorithmic concepts and techniques needed to effectively deal with such problems. These techniques apply when we don't require the optimal solution to certain problems, but an approximation that is close to the optimal solution. We will see how to efficiently find such approximations. Prerequisites:
In order to successfully take this course, you should already have a basic knowledge of algorithms and mathematics. Here's a short list of what you are supposed to know:
- O-notation, Î©-notation, Î-notation; how to analyze algorithms
- Basic calculus: manipulating summations, solving recurrences, working with logarithms, etc.
- Basic probability theory: events, probability distributions, random variables, expected values etc.
- Basic data structures: linked lists, stacks, queues, heaps
- (Balanced) binary search trees
- Basic sorting algorithms, for example MergeSort, InsertionSort, QuickSort
- Graph terminology, representations of graphs (adjacency lists and adjacency matrix), basic graph algorithms (BFS, DFS, topological sort, shortest paths)

The material for this course is based on the course notes that can be found under the resources tab.  We will not cover everything from the course notes. The course notes are there both for students who did not fully understand the lectures as well as for students who would like to dive deeper into the topics.

The video lectures contain a few very minor mistakes. A list of these mistakes can be found under resources (in the document called 'Errata'). If you think you found an error, report a problem by clicking the square flag at the bottom of the lecture or quiz where you found the error.",1,1,1,4701,4.7,Refer to link for price,English,English,Coursera,EIT Digital,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Architecting and Installing the Apigee Hybrid API Platform,https://www.coursera.org/learn/fundamentals-installation-of-apigee-hybrid-api-platform,"Information Technology, Cloud Computing",,"'This course introduces you to the fundamentals and practices used to install and manage Google Cloud's Apigee API Platform for hybrid cloud. Through a combination of lectures, hands-on labs, and supplemental materials,you will learn how to install and operate the Apigee API Platform.'",0,0,1,0,4.5,Refer to link for price,English,English,Coursera,Google Cloud,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Architecting with Google Kubernetes Engine: Foundations,https://www.coursera.org/learn/foundations-google-kubernetes-engine-gke,"Computer Science, Software Development",,"In this course, 'Architecting with Google Kubernetes Engine: Foundations,' you get a review of the layout and principles of Google Cloud, followed by an introduction to creating and managing software containers and an introduction to the architecture of Kubernetes.",1,0,1,39771,4.7,,English,English,Coursera,Google Cloud,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Architecting with Google Kubernetes Engine: Production,https://www.coursera.org/learn/deploying-secure-kubernetes-containers-in-production,"Computer Science, Software Development",,"In this course, 'Architecting with Google Kubernetes Engine: Production,' you'll learn about Kubernetes and Google Kubernetes Engine (GKE) security; logging and monitoring; and using Google Cloud managed storage and database services from within GKE.",1,1,1,16018,4.7,,English,English,Coursera,Google Cloud,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Architecting with Google Kubernetes Engine: Workloads,https://www.coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke,"Computer Science, Software Development",,"In this course, 'Architecting with Google Kubernetes Engine: Workloads,' you learn about performing Kubernetes operations; creating and managing deployments; the tools of GKE networking; and how to give your Kubernetes workloads persistent storage.",1,1,1,23427,4.7,,English,English,Coursera,Google Cloud,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Art and Science of Machine Learning,https://www.coursera.org/learn/art-science-ml,"Data Science, Machine Learning",,"Welcome to the Art and Science of machine learning.  This course is delivered in 6 modules. The course covers the essential skills of ML intuition, good judgment and experimentation needed to finely tune and optimize ML models for the best performance.  You will learn how to generalize your model using Regularization techniques and about the effects of hyperparameters such as batch size and learning rate on  model performance.  Weâll cover some of the most common model optimization algorithms and show you how to specify an optimization method in your TensorFlow code.",1,1,1,21858,4.6,,English,English,Coursera,Google Cloud,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Artificial Creativity,https://www.coursera.org/learn/artificial-creativity,"Computer Science, Design and Product",,"Artificial Creativity is about exploring the emerging field of artificial intelligence (A.I.) from a design perspective with the intent to bring those with a programming background and more âtraditionalâ creatives together. In this course, you will look back at the history and theories behind today's A.I., analyze the unorthodox approaches that have advanced the field, utilize current A.I. tools, and practice design thinking methodologies that can be applied to everyday business decision making. You will examine the potential of creative A.I. in everyday experience. You will implement various design research methodologies through observation, reflective writing and discussion prompts. Then, you will actively engage and collaborate with others in the class while challenging your own definitions of creativity by taking a closer look at the people and projects that have changed the paradigm of what machines can do. Throughout the course, you will step away from your computer and complete a project applying the techniques and theories youâll have just learned.",1,1,1,0,0.0,Refer to link for price,English,English,Coursera,"Parsons School of Design, The New School",https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Artificial Intelligence for Breast Cancer Detection,https://www.coursera.org/learn/artificial-intelligence-for-breast-cancer-detection,"Data Science, Machine Learning",,"The objective of this course is to provide students the knowledge of artificial intelligence processing approaches to breast cancer detection. Students will take quizzes and participate in discussion sessions to re-enforce critical concepts conveyed in the modules. Reading assignments, including journal papers to understand the topics in the modules, will be provided. The course is designed for students who are interested in the career of the product development using artificial intelligence and would like to know how AI can be applied to the mammography.  The course information content is focused on the AI processing paradigm along with the domain knowledge of breast imaging.  
This course approach is unique, providing students a broad perspective of AI, rather than homing in a particular implementation method.  Students who complete this course will not only leverage the knowledge into an entry level job in the field of artificial intelligence but also perform well on the projects because their thorough understanding of the AI processing paradigm.",1,1,1,0,0.0,Refer to link for price,English,English,Coursera,Johns Hopkins University,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Artificial Intelligence on Microsoft Azure,https://www.coursera.org/learn/artificial-intelligence-microsoft-azure,"Information Technology, Cloud Computing",,"Whether you're just beginning to work with Artificial Intelligence (AI) or you already have AI experience and are new to Microsoft Azure, this course provides you with everything you need to get started. Artificial Intelligence (AI) empowers amazing new solutions and experiences; and Microsoft Azure provides easy to use services to help you build solutions that seemed like science fiction a short time ago; enabling incredible advances in health care, financial management, environmental protection, and other areas to make a better world for everyone.In this course, you will learn the key AI concepts of machine learning, anomaly detection, computer vision, natural language processing, and conversational AI. Youâll see some of the ways that AI can be used and explore the principles of responsible AI that can help you understand some of the challenges facing developers as they try to create ethical AI solutions. 

This course will help you prepare for Exam AI-900: Microsoft Azure AI Fundamentals. This is the first course in a five-course program that prepares you to take the AI-900 certification exam. This course teaches you the core concepts and skills that are assessed in the AI fundamentals exam domains.  This beginner course is suitable for IT personnel who are just beginning to work with Microsoft Azure and want to learn about Microsoft Azure offerings and get hands-on experience with the product. Microsoft Azure AI Fundamentals can be used to prepare for other Azure role-based certifications like Microsoft Azure Data Scientist Associate or Microsoft Azure AI Engineer Associate, but it is not a prerequisite for any of them.

This course is intended for candidates with both technical and non-technical backgrounds. Data science and software engineering experience is not required; however, some general programming knowledge or experience would be beneficial.  To be successful in this course, you need to have basic computer literacy and proficiency in the English language. You should be familiar with basic computing concepts and terminology,  general technology concepts, including concepts of machine learning and artificial intelligence.",0,0,1,2714,4.7,Refer to link for price,English,English,Coursera,Microsoft,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Aruba CX Switching for Cisco Professionals,https://www.coursera.org/learn/aruba-cx-switching-for-cisco-professionals,"Information Technology, Networking",,"The Aruba CX Switching for Cisco Professionals course bridges the gap between Aruba and Cisco switchingtechnologies by teaching the necessary skills for a Cisco Certified Routing and Switching
Professional to use the Aruba AOS-CX technology. This course consists of approximately
40% lecture and 60% hands-on lab exercises to help you learn how to implement and validate
AOS-CX solutions. Self-directed Labs can be purchased separately on HPE Press. This course prepares already certified Cisco professionals for the Aruba Certified Switching Associate (ACSA) exam.",1,0,1,0,0.0,Refer to link for price,English,English,Coursera,"Aruba, a Hewlett Packard Enterprise company",https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Aruba Mobility Basics,https://www.coursera.org/learn/aruba-mobility-basics,"Information Technology, Networking",,"In Aruba Mobility Basics, you will learn how Radio Frequency (RF) works! You will compare the differences between a wired and a wireless network, identify WLAN organizations that set Wi-Fi standards and the basics of radio communication. This course introduces you to what goes into setting up a wireless network and how wireless functions at a basic level without requiring any technical experience. Typical candidates for this course are individuals who are new to networking and want to learn the basics of wireless networking.",0,0,1,0,0.0,Refer to link for price,English,English,Coursera,"Aruba, a Hewlett Packard Enterprise company",https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Aruba Network Security Basics,https://www.coursera.org/learn/aruba-network-security-basics,"Information Technology, Networking",,"In Aruba Network Security Basics, you will explore what threats pose a risk to a basic computer network and what security technologies are available to harden your devices against these attacks. How do messages get encrypted? What exactly is Malware? What technologies can we deploy that will allow networks to defend themselves? Our lives and business rely on having trusted secure access to our networks, but what does it take to ensure that security? The Aruba Network Security Basics course is a starting point for individuals interested in a career as a security professional, and for anyone to who wants to get familiar with Arubaâs security technologies. To get deeper technical knowledge with Aruba network security, see the Aruba Certified Network Security Associate (ACNSA) here: www.arubanetworks.com/support-services/training-services/certified-network-security-associate/",0,0,1,0,0.0,Refer to link for price,English,English,Coursera,"Aruba, a Hewlett Packard Enterprise company",https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Aruba Networking Basics,https://www.coursera.org/learn/aruba-networking-basics,"Information Technology, Networking",,"In Aruba Networking Basics, you will learn what a basic computer network is, compare local and wide area networks, use cases, and implementation types. Communication over these networks relies on protocols. Once you learn about those, you will be well on your way to understanding network communications and well prepared to learn VLANs and how to configure an Aruba OS Switch! This course includes a free Hands-On Lab to help you comprehend the concepts. Typical candidates for this course are individuals who are new to networking and want to learn the basics of wired networking.",0,1,1,12465,4.7,Refer to link for price,English,English,Coursera,"Aruba, a Hewlett Packard Enterprise company",https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Ash-Related Operational Challenges in Energy Utilization of Sustainable Fuels,https://www.coursera.org/learn/sustainability-fuels-ash-chemistry-deposits-corrosion-additives,"Physical Science and Engineering, Environmental Science and Sustainability",,"The basic idea behind this MOOC, is to present recent data on fuel characterization, slagging, fouling, corrosion, and trace element transformations, in a course that can be readily provided for students and industry people.This ensures understanding and application of the research, and provides the students and industry with a forum for discussion of the very latest research results, as well as feedback from industry to the research group at DTU, on important new research subjects in the field.

The specific aim of the MOOC, is that students will be able to;
Explain basic physical and chemical differences between solid fuels like coal, biomass, waste etc., be able to characterize solid fuels, and to interpret fuel analyses of them
Interpret and utilize data from advanced fuel and ash analyses (SEM, DTA/TGA, chemical fractionation, ash melting temperatures)
Describe chemically and physically, how critical ash-forming elements are released to the gas phase, the mechanisms for formation of aerosols and fly ash particles, and explain how ash is transported from bulk gas to heat transfer surfaces
Quantify the processes of deposit build-up, sintering and shedding
Explain the fundamentals of high-temperature corrosion in thermal fuel conversion systems
Can calculate viscosities as a function of temperature and composition, temperature profiles in a deposit, rates of deposit build-up and sintering, as well as porosity changes vs. time.",1,2,1,0,4.8,Refer to link for price,English,English,Coursera,Technical University of Denmark (DTU),https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Ask Questions to Make Data-Driven Decisions,https://www.coursera.org/learn/ask-questions-make-decisions,"Data Science, Data Analysis",,"This is the second course in the Google Data Analytics Certificate. These courses will equip you with the skills needed to apply to introductory-level data analyst jobs. Youâll build on your understanding of the topics that were introduced in the first Google Data Analytics Certificate course. The material will help you learn how to ask effective questions to make data-driven decisions, while connecting with stakeholdersâ needs. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.Learners who complete this certificate program will be equipped to apply for introductory-level jobs as data analysts. No previous experience is necessary.

By the end of this course, you will:
- Learn about effective questioning techniques that can help guide analysis. 
- Gain an understanding of data-driven decision-making and how data analysts present findings.
- Explore a variety of real-world business scenarios to support an understanding of questioning and decision-making.
- Discover how and why spreadsheets are an important tool for data analysts.
- Examine the key ideas associated with structured thinking and how they can help analysts better understand problems and develop solutions.
- Learn strategies for managing the expectations of stakeholders while establishing clear communication with a data analytics team to achieve business objectives.",0,1,1,123962,4.7,Refer to link for price,English,English,Coursera,Google,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Automated Reasoning: Symbolic Model Checking,https://www.coursera.org/learn/automated-reasoning-symbolic-model-checking,"Computer Science, Software Development",,"This course presents how properties of acting systems and programs can be verified automatically. The basic notion is a transition system: any system that can be described by states and steps. We present how in CTL (computation tree logic) properties like reachability can be described.Typically, a state space may be very large. One way to deal with this is symbolic model checking: a way in which sets of states are represented symbolically. A fruitful way to do so is by representing sets of states by BDDs (binary decision diagrams).
Definitions and basic properties of BDDs are presented in this course, and also algorithms to compute them, as they are needed for doing CTL model checking.",1,1,1,0,0.0,Refer to link for price,English,English,Coursera,EIT Digital,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Automated Reasoning: satisfiability,https://www.coursera.org/learn/automated-reasoning-sat,"Computer Science, Algorithms",,"In this course you will learn how to apply satisfiability (SAT/SMT) tools to solve a wide range of problems.Several basic examples are given to get the flavor of the applications: fitting rectangles to be applied for printing posters, scheduling problems, solving puzzles, and program correctness. Also underlying theory is presented: resolution as a basic approach for propositional satisfiability, the CDCL framework to scale up for big formulas, and the simplex method to deal with linear inequallities.

The light weight approach to following this course is just watching the lectures and do the corresponding quizzes. To get a flavor of the topic this may work out fine. However, the much more interesting approach is to use this as a basis to apply SAT/SMT yourself on several problems, for instance on the problems presented in the honor's assignment.",1,1,1,3212,4.8,Refer to link for price,English,English,Coursera,EIT Digital,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Automating the Deployment of Networks with Terraform,https://www.coursera.org/learn/terraform-automating-deployment-network,"Information Technology, Networking",,"In this Google Cloud Lab, you create a Terraform configuration with a module to automate the deployment of a custom network with resources. Specifically, you deploy 3 networks with firewall rules and VM instances.Note: you will have timed access to the online environment. You will need to complete the lab within the allotted time.",1,0,1,0,0.0,,English,English,Coursera,Google Cloud,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Azure Data Lake Storage Gen2 and Data Streaming Solution,https://www.coursera.org/learn/azure-data-lake-storage-gen2-and-data-streaming-solution,"Data Science, Data Analysis",,"In this course, you will see how Azure Data Lake Storage can make processing Big Data analytical solutions more efficient and how easy it is to set up. You will also explore how it fits into common architectures, as well as the different methods of uploading the data to the data store. You will examine the myriad of security features that will ensure your data is secure. Learn the concepts of event processing and streaming data and how this applies to Azure Stream Analytics. You will then set up a stream analytics job to stream data, and learn how to manage and monitor a running job.This course is part of a Specialization intended for Data engineers and developers who want to demonstrate their expertise in designing and implementing data solutions that use Microsoft Azure data services for anyone interested in preparing for the Exam DP-203: Data Engineering on Microsoft Azure (beta). You will take a practice exam that covers key skills measured by the certification exam.

This is the eighth course in a program of 10 courses to help prepare you to take the exam so that you can have expertise in designing and implementing data solutions that use Microsoft Azure data services. The Data Engineering on Microsoft Azure exam is an opportunity to prove knowledge expertise in integrating, transforming, and consolidating data from various structured and unstructured data systems into structures that are suitable for building analytics solutions that use Microsoft Azure data services. Each course teaches you the concepts and skills that are measured by the exam. 

By the end of this Specialization, you will be ready to take and sign-up for the Exam DP-203: Data Engineering on Microsoft Azure (beta).",1,0,1,0,0.0,Refer to link for price,English,English,Coursera,Microsoft,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Basic Recommender Systems,https://www.coursera.org/learn/basic-recommender-systems,"Data Science, Data Analysis",,"This course introduces you to the leading approaches in recommender systems. The techniques described touch both collaborative and content-based approaches and include the most important algorithms used to provide recommendations. You'll learn how they work, how to use and how to evaluate them, pointing out benefits and limits of different recommender system alternatives. After completing this course, you'll be able to describe the requirements and objectives of recommender systems based on different application domains. You'll know how to distinguish recommender systems according to their input data, their internal working mechanisms, and their goals. Youâll have the tools to measure the quality of a recommender system and to incrementally improve it with the design of new algorithms. You'll learn as well how to design recommender systems tailored for new application domains, also considering surrounding social and ethical issues such as identity, privacy, and manipulation.

Providing affordable, personalised and high-quality recommendations is always a challenge! This course also leverages two important EIT Overarching Learning Outcomes (OLOs), related to creativity and innovation skills. In trying to design a new recommender system you need to think beyond boundaries and try to figure out how you can improve the quality of the predictions. You should also be able to use knowledge, ideas and technology to create new or significantly improved recommendation tools to support choice-making processes and strategies in different and innovative scenarios, for a better quality of life.",1,1,1,0,3.9,Refer to link for price,English,English,Coursera,"EIT Digital , Politecnico di Milano",https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Basics of thermodynamics,https://www.coursera.org/learn/thermo-dynamics,"Physical Science and Engineering, Physics and Astronomy",,"Our course on the basics of thermodynamics targeting a wide audience includes only what is absolutely necessary, focusing on the most basic issues, excluding less important specialized topics. However, you will learn about unusual phenomena such as stretched liquid and see interesting experiments. A future competent specialist, whose work should be at least somehow connected with physical phenomena, will find this course in thermodynamics useful and necessary. We tried to explain the basic concepts as clearly and consistently as possible and at the same time remain at a serious physical level. As a result, in a relatively short time, you will receive a core of knowledge that will allow you to easily supplement it with appropriate special tasks in the future. In addition, such an ultra-short extract of the essentials often allows you to look at the course differently: to cover it as a whole, to see the interconnection of the parts. So, it may be of interest even to those who have already studied thermodynamics.",1,0,1,2262,0.0,Refer to link for price,English,English,Coursera,Novosibirsk State University,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Bayesian Inference with MCMC,https://www.coursera.org/learn/mcmc,"Data Science, Machine Learning",,"The objective of this course is to introduce Markov Chain Monte Carlo Methods for Bayesian modeling and inference,  The attendees will start off by learning the the basics of Monte Carlo methods. This will be augmented by hands-on examples in Python that will be used to illustrate how these algorithms work. This will be the second course in a specialization of three courses .Python and Jupyter notebooks will be used throughout this course to illustrate and perform Bayesian modeling with PyMC3. The course website is located at https://sjster.github.io/introduction_to_computational_statistics/docs/index.html. The course notebooks can be downloaded from this website by following the instructions on page https://sjster.github.io/introduction_to_computational_statistics/docs/getting_started.html.The instructor for this course will be Dr. Srijith Rajamohan.",0,1,1,0,0.0,Refer to link for price,English,English,Coursera,Databricks,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Become a CBRS Certified Professional Installer by Google,https://www.coursera.org/learn/google-cbrs-cpi-training,"Information Technology, Networking",,"This six-module program, developed by Google, will train you to be a Certificated Professional Installer (CPI) of radios which utilize the Citizens Broadband Radio Service (CBRS) band to provide communications infrastructure. You can expect to leave this training with the skills you need to get started as a Certified Professional Installer. Through a mix of video lectures, step-by-step explanations, and quizzes, the program will introduce you to CBRS terminology and concepts, the role of a CPI, and how to fulfill your responsibilities to determine installation parameters, provide information to the Spectrum Access System (SAS), and troubleshoot. Upon completing the course and passing the online certification exam, you will receive your CPI credentials and your information will be automatically registered with WinnForum.

If you want to learn about CBRS in general, but donât need to be certified, check out our CBRS Professional Training course <coursera.org/learn/google-cbrs-professional-training>.",0,0,1,1710,0.0,,English,English,Coursera,Google - Spectrum Sharing,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Big Data Analysis Deep Dive,https://www.coursera.org/learn/big-data-analysis-deep-dive,"Information Technology, Cloud Computing",,"The job market for architects, engineers, and analytics professionals with Big Data expertise continues to increase. The Academyâs Big Data Career path focuses on the fundamental tools and techniques needed to pursue a career in Big Data. This course includes: data processing with python, writing and reading SQL queries, transmitting data with MaxCompute, analyzing data with Quick BI, using Hive, Hadoop, and spark on E-MapReduce, and how to visualize data with data dashboards. 

Work through our course material, learn different aspects of the Big Data field, and get certified as a Big Data Professional!",1,1,1,0,0.0,Refer to link for price,English,English,Coursera,Alibaba Cloud Academy,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Big Data Analytical Platform on Alibaba Cloud,https://www.coursera.org/learn/alibabacloudbigdata,"Information Technology, Cloud Computing",,"Course DescriptionBuilding an Analytical Platform on Alibaba Cloud can empower how you take in, analyze, and demonstrate clear metrics from a set of Big Data. This course is designed to teach engineers how to use Alibaba Cloud Big Data products. It covers basic distributed system theory and Alibaba Cloud's core products like MaxCompute, DataWorks, E-MapReduce as well as a bundle of ecosystem tools.

To earn an official Alibaba Cloud certificate please join the Cloud Native courses on the Academy's website:
Big Data Analysis Specialty: https: //edu.alibabacloud.com/course/317
Machine Learning Specialty: https://edu.alibabacloud.com/course/318
Alibaba Cloud Big Data - Data Integration: https://edu.alibabacloud.com/certification/clouder_bigdatainteg",1,0,1,0,4.4,Refer to link for price,English,English,Coursera,Alibaba Cloud Academy,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Big Data Services: Capstone Project,https://www.coursera.org/learn/big-data-services,"Data Science, Machine Learning",,"Are you ready to close the loop on your Big Data skills? Do you want to apply all your knowledge you got from the previous courses in practice? Finally, in the Capstone project, you will integrate all the knowledge acquired earlier to build a real application leveraging the power of Big Data.You will be given a task to combine data from different sources of different types (static distributed dataset, streaming data, SQL or NoSQL storage). Combined, this data will be used to build a predictive model for a financial market (as an example). First, you design a system from scratch and share it with your peers to get valuable feedback. Second, you can make it public, so get ready to receive the feedback from your service users. Real-world experience without any 3G-glasses or mock interviews.",2,0,1,1763,0.0,Refer to link for price,English,English,Coursera,Yandex,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
BigQuery Basics for Data Analysts,https://www.coursera.org/learn/bigquery-basics-data-analysts,"Data Science, Data Analysis",,"Want to scale your data analysis efforts without managing database hardware? Learn the best practices for querying and getting insights from your data warehouse with this interactive collection of BigQuery Google Cloud Labs Series. BigQuery is Google's fully managed, NoOps, low-cost analytics database. With BigQuery you can query terabytes and terabytes of data without having any infrastructure to manage or needing a database administrator. BigQuery uses SQL and can take advantage of the pay-as-you-go model. BigQuery allows you to focus on analyzing data to find meaningful insights.Note: you will have timed access to the online environment. You will need to complete the lab within the allotted time.",0,0,1,0,4.5,,English,English,Coursera,Google Cloud,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Biosphere 2 Science for the Future of Our Planet,https://www.coursera.org/learn/biosphere-science-future,"Physical Science and Engineering, Environmental Science and Sustainability",,"Are you ready to take an incredible journey around Planet Earth and beyond? In this course, you will delve into a world of innovative science and learn from a team of Biosphere 2 and University of Arizona researchers. From plants and soils, to oceans and rainforests, the Moon, Mars, and more, this course is an exciting opportunity for anyone interested in science and Earth stewardship. Learn how a unique research station in the Arizona desert is used to investigate big ideas, such as how Earth systems interact, the effects of climate change, and what our future holds. Go back in time thousands of years with information locked in ancient trees, and travel into an imagined future where humans become Martians. Collect and analyze your own scientific data, discuss big questions with participants from around the world, and gain novel insights and understanding about our wonderfully unique planet.",0,1,1,4146,4.8,Refer to link for price,English,English,Coursera,University of Arizona,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Blockchain Evolution and Technology Concepts,https://www.coursera.org/learn/blockchain-evolution-and-technology-concepts,"Information Technology, Security",,This specialization offers the latest developments in blockchain technology through a highly engaging learning experience with animated video components and intuitive course flow to maximize your knowledge retention.,0,0,1,1929,4.7,Refer to link for price,English,English,Coursera,Association of International Certified Professional Accountants,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Blockchain Opportunities Beyond Crypto Assets,https://www.coursera.org/learn/blockchain-opportunities-beyond-crypto-assets,"Information Technology, Security",,This specialization offers the latest developments in blockchain technology through a highly engaging learning experience with animated video components and intuitive course flow to maximize your knowledge retention.,0,0,1,0,4.7,Refer to link for price,English,English,Coursera,Association of International Certified Professional Accountants,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
Blockchain Scalability and its Foundations in Distributed Systems,https://www.coursera.org/learn/blockchain-scalability,"Computer Science, Computer Security and Networks",,"Blockchain promises to disrupt industries once it will be efficient at large scale. In this course, you will learn how to make blockchain scale.  You will learn about the foundational problem of distributed computing, consensus, that is key to create blocks securely. By illustrating limitations of mainstream blockchains, this course will indicate how to improve the technology in terms of security and efficiency.  In particular, this course will help you: 
* understand security vulnerabilities of mainstream blockchains; 
* design consensus algorithms that tolerate attacks, and; 
* design scalable blockchain systems.",0,1,1,1537,4.6,Refer to link for price,English,English,Coursera,The University of Sydney,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
"Build Decision Trees, SVMs, and Artificial Neural Networks",https://www.coursera.org/learn/build-decision-trees-svms-neural-networks,"Data Science, Machine Learning",,"There are numerous types of machine learning algorithms, each of which has certain characteristics that might make it more or less suitable for solving a particular problem. Decision trees and support-vector machines (SVMs) are two examples of algorithms that can both solve regression and classification problems, but which have different applications. Likewise, a more advanced approach to machine learning, called deep learning, uses artificial neural networks (ANNs) to solve these types of problems and more. Adding all of these algorithms to your skillset is crucial for selecting the best tool for the job.This fourth and final course within the Certified Artificial Intelligence Practitioner (CAIP) professional certificate continues on from the previous course by introducing more, and in some cases, more advanced algorithms used in both machine learning and deep learning. As before, you'll build multiple models that can solve business problems, and you'll do so within a workflow.

Ultimately, this course concludes the technical exploration of the various machine learning algorithms and how they can be used to build problem-solving models.",1,1,1,0,0.0,Refer to link for price,English,English,Coursera,CertNexus,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
"Build Regression, Classification, and Clustering Models",https://www.coursera.org/learn/build-regression-classification-clustering-models,"Data Science, Machine Learning",,"In most cases, the ultimate goal of a machine learning project is to produce a model. Models make decisions, predictionsâanything that can help the business understand itself, its customers, and its environment better than a human could. Models are constructed using algorithms, and in the world of machine learning, there are many different algorithms to choose from. You need to know how to select the best algorithm for a given job, and how to use that algorithm to produce a working model that provides value to the business.This third course within the Certified Artificial Intelligence Practitioner (CAIP) professional certificate introduces you to some of the major machine learning algorithms that are used to solve the two most common supervised problems: regression and classification, and one of the most common unsupervised problems: clustering. You'll build multiple models to address each of these problems using the machine learning workflow you learned about in the previous course.

Ultimately, this course begins a technical exploration of the various machine learning algorithms and how they can be used to build problem-solving models.",1,1,1,0,0.0,Refer to link for price,English,English,Coursera,CertNexus,https://about.coursera.org/static/blueCoursera-646f855eae3d677239ea9db93d6c9e17.svg
