Course Name,URL,Categories,Short Description,Long Description,Difficulty,Duration,Free Option,Number of Enrolled,Rating,Paid Option,Language,Subtitle Language,Platform,Provider,Image URL
Intro to Service Management with ITIL® 4,https://www.linkedin.com/learning/intro-to-service-management-with-itil-4?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-b3UxxCz2Y0&mcid=6851962469594763264&irgwc=1,"ITIL,IT Service Management",Get an introduction to the world of service management and the main concepts covered on the  ITIL® 4 Foundation certification exam.,Get an introduction to the world of service management and the main concepts covered on the  ITIL® 4 Foundation certification exam.,0,0,0,3701,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/4545cf59e97e.jpeg
React Native: Building Mobile Apps,https://www.linkedin.com/learning/react-native-building-mobile-apps-3?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-b34xxCz2Y0&mcid=6851962469594763264&irgwc=1,React Native,"Create native mobile apps—with native performance—using React Native, Firebase, and MobX.","Create native mobile apps—with native performance—using React Native, Firebase, and MobX.",1,0,0,627,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/5a378ecf43c3.jpeg
Networking Foundations: Servers,https://www.linkedin.com/learning/server-administration-essential-training?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-bycxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,Network Administration,"Learn about servers including user administration, virtualization, storage security, networking disaster recovery, and server operating systems such as Windows Server and Linux.","Learn about servers including user administration, virtualization, storage security, networking disaster recovery, and server operating systems such as Windows Server and Linux.",0,0,0,1360,4.8,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/56d364835ccd.jpeg
First Look: Java 10 and Java 11,https://www.linkedin.com/learning/first-look-java-10-and-java-11?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-bUoxxCz2Y0&mcid=6851962469594763264&irgwc=1,Java,"Get a first look at the new features in Java 10 and Java 11, including local variable type inference, application class-data sharing, improved garbage collection, and more.","Get a first look at the new features in Java 10 and Java 11, including local variable type inference, application class-data sharing, improved garbage collection, and more.",1,0,0,1240,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/1e57995136eb.jpeg
Android Development Essential Training: Local Data Storage with Java,https://www.linkedin.com/learning/android-development-essential-training-local-data-storage-with-java?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-bRExxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,Android Development,"Learn how to use the data management and presentation tools of the Android SDK. Explore shared preferences, JSON-formatted text files, and SQLite to manage data.","Learn how to use the data management and presentation tools of the Android SDK. Explore shared preferences, JSON-formatted text files, and SQLite to manage data.",0,0,0,32,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/44404dd4b7f8.jpeg
Learning the JavaScript Language,https://www.linkedin.com/learning/learning-the-javascript-language-2?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-bWUxxCz2Y0&mcid=6851962469594763264&irgwc=1,JavaScript,"Learn about variables types, objects, arrays, operators, control structures, loops, and functions, then work through a series of hands-on examples that put these ideas into action.","Learn about variables types, objects, arrays, operators, control structures, loops, and functions, then work through a series of hands-on examples that put these ideas into action.",0,0,0,4244,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/12ee6ac16474.jpeg
CSS: Selectors,https://www.linkedin.com/learning/css-selectors-2?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-bW4xxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,Cascading Style Sheets (CSS),Explore the different types of CSS selectors and learn how to choose the best selectors for targeting different HTML elements.,Explore the different types of CSS selectors and learn how to choose the best selectors for targeting different HTML elements.,1,0,0,552,4.8,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/be0ddc0a8b85.jpeg
SQL Server: Reporting Services,https://www.linkedin.com/learning/sql-server-reporting-services?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-bTcxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,SQL Server Reporting Services (SSRS),"Discover how to build, edit, and publish interactive reports using Reporting Services in SQL Server.","Discover how to build, edit, and publish interactive reports using Reporting Services in SQL Server.",2,0,0,2554,4.8,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/0cf8b48a0bc2.jpeg
Learn System Center 2016: Operations Manager,https://www.linkedin.com/learning/learn-system-center-2016-operations-manager?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-bQoxxCz2Y0&mcid=6851962469594763264&irgwc=1,System Center Operations Manager (SCOM),"Learn how to deploy System Center Operations Manager (SCOM) and use it to manage Microsoft applications and infrastructure. Explore configuration, installation, and implementation.","Learn how to deploy System Center Operations Manager (SCOM) and use it to manage Microsoft applications and infrastructure. Explore configuration, installation, and implementation.",1,0,0,414,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/f589a52e1a08.jpeg
SAS® 9.4 Cert Prep: Part 02 Accessing Data,https://www.linkedin.com/learning/sas-9-4-cert-prep-part-02-accessing-data?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-bVExxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,"SAS (Software),Database Queries","Prepare to take the SAS 9.4 certification exam. Learn how to read, access, and import SAS data, in this SAS Institute cert prep course.","Prepare to take the SAS 9.4 certification exam. Learn how to read, access, and import SAS data, in this SAS Institute cert prep course.",1,0,0,405,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/a30e1914c94a.jpeg
Learning Data Visualization with D3.js,https://www.linkedin.com/learning/learning-data-visualization-with-d3-js?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-bXQxxCz2Y0&mcid=6851962469594763264&irgwc=1,"D3.js,Data Visualization","Bring your data to life with D3.js. Create interactive, visually exciting infographics and visualizations with HTML, CSS, JavaScript, and SVG graphics.","Bring your data to life with D3.js. Create interactive, visually exciting infographics and visualizations with HTML, CSS, JavaScript, and SVG graphics.",1,0,0,726,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/08c6b274a478.jpeg
MEAN Stack and MongoDB: Development Techniques,https://www.linkedin.com/learning/mean-stack-and-mongodb-development-techniques?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-bS0xxCz2Y0&mcid=6851962469594763264&irgwc=1,MongoDB,"Learn how to develop web applications and web APIs with the MEAN stack: MongoDB, Express.js, AngularJS, and Node.js.","Learn how to develop web applications and web APIs with the MEAN stack: MongoDB, Express.js, AngularJS, and Node.js.",0,0,0,198,4.4,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/f3313f4c5158.jpeg
Learning Cloud Computing: Monitoring and Operations,https://www.linkedin.com/learning/learning-cloud-computing-observability-and-operations?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-bSYxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,"Performance Monitoring,Cloud Administration",Keep track of the health and security of your clouds-based systems by selecting a cloud monitoring solution. Learn how to pick the tools that will best meet your needs.,Keep track of the health and security of your clouds-based systems by selecting a cloud monitoring solution. Learn how to pick the tools that will best meet your needs.,0,0,0,29,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/c2f12ee558cf.jpeg
Security for the SMB: Implementing the NIST Cybersecurity Framework,https://www.linkedin.com/learning/security-for-the-smb-implementing-the-nist-cybersecurity-framework?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-Y0MxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,Cybersecurity,"Learn how to secure the assets, systems, and networks of small and medium business (SMB) using the NIST Cybersecurity Framework.","Learn how to secure the assets, systems, and networks of small and medium business (SMB) using the NIST Cybersecurity Framework.",1,0,0,704,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/0f3cb0284907.jpeg
CCSP Cert Prep: 5 Cloud Security Operations,https://www.linkedin.com/learning/ccsp-cert-prep-5-cloud-security-operations-14868453?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-YxAxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,Cloud Security,Learn how security operations function in the world of cloud computing as you prepare for the fifth domain of the Certified Cloud Security Professional (CCSP) exam.,Learn how security operations function in the world of cloud computing as you prepare for the fifth domain of the Certified Cloud Security Professional (CCSP) exam.,1,0,0,93,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/a40b92ff17e0.jpeg
Data Visualization: Storytelling,https://www.linkedin.com/learning/data-visualization-storytelling?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-Y2QxxCz2Y0&mcid=6851962469594763264&irgwc=1,Storytelling,Learn the keys to telling a story with data from data visualization expert Bill Shander.,Learn the keys to telling a story with data from data visualization expert Bill Shander.,1,0,0,4630,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/f25d4e0ab96e.jpeg
CISSP Cert Prep (2021): 4 Communication and Network Security,https://www.linkedin.com/learning/cissp-cert-prep-2021-4-communication-and-network-security?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-YzwxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,Network Security,"Prepare for the Communications and Network Security domain of the CISSP exam. Learn about best practices for TCP/IP networking, network security devices, network attacks, and more.","Prepare for the Communications and Network Security domain of the CISSP exam. Learn about best practices for TCP/IP networking, network security devices, network attacks, and more.",2,0,0,664,4.8,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/fda743aec283.jpeg
Learning Django,https://www.linkedin.com/learning/learning-django-2?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-Yz8xxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,Django,"Learn how to build data-driven web apps with Django, the Python framework that helps you take projects from concept to launch in a matter of hours.","Learn how to build data-driven web apps with Django, the Python framework that helps you take projects from concept to launch in a matter of hours.",0,0,0,2218,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://content.linkedin.com/content/dam/me/business/en-us/amp/brand-site/v2/bg/LI-Logo.svg.original.svg
CompTIA CySA+ (CS0-002) Cert Prep: 4 Software and Systems Security,https://www.linkedin.com/learning/comptia-cysa-plus-cs0-002-cert-prep-4-software-and-systems-security?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-YwIxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,Software Development Security,"Review essential software and systems security concepts and best practices as you prepare for the CySA+ (CS0-002) exam. Learn about software testing, encryption, and more.","Review essential software and systems security concepts and best practices as you prepare for the CySA+ (CS0-002) exam. Learn about software testing, encryption, and more.",2,0,0,382,4.8,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/df3872537881.jpeg
Introduction to Web APIs,https://www.linkedin.com/learning/introduction-to-web-apis-2019?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-Y1sxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,Web Services API,Get a foundational overview of APIs—a core piece of modern web development—in plain language. Learn what APIs are and how to work with them to incorporate data into websites.,Get a foundational overview of APIs—a core piece of modern web development—in plain language. Learn what APIs are and how to work with them to incorporate data into websites.,0,0,0,3336,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/2844cfeb7443.jpeg
ASP.NET Core New Features,https://www.linkedin.com/learning/asp-dot-net-core-new-features-2?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-Y3gxxCz2Y0&mcid=6851962469594763264&irgwc=1,.NET Framework,"Learn about all the helpful new features and functionality present in ASP.NET Core 1.0, 1.1, 2.0, and 2.1, and explore the benefits offered by each iteration of the web framework.","Learn about all the helpful new features and functionality present in ASP.NET Core 1.0, 1.1, 2.0, and 2.1, and explore the benefits offered by each iteration of the web framework.",0,0,0,352,4.8,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/3d11b683147d.jpeg
Learning MATLAB,https://www.linkedin.com/learning/learning-matlab-2?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-YyUxxCz2Y0&mcid=6851962469594763264&irgwc=1,MATLAB,"Learn MATLAB, the programming language of choice for scientists and engineers for statistical analysis, to analyze data and build 2D and 3D visualizations.","Learn MATLAB, the programming language of choice for scientists and engineers for statistical analysis, to analyze data and build 2D and 3D visualizations.",0,0,0,24195,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/d941c74b4f72.jpeg
Python for Data Science Essential Training Part 1,https://www.linkedin.com/learning/python-for-data-science-essential-training-part-1?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-Yy4xxCz2Y0&mcid=6851962469594763264&irgwc=1,"Python (Programming Language),Data Science","Learn Python programming for data science. Discover how to clean, transform, analyze, and visualize data, as you build a practical project: an automated web scraper.","Learn Python programming for data science. Discover how to clean, transform, analyze, and visualize data, as you build a practical project: an automated web scraper.",1,0,0,12675,4.6,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/07ceb9ed8bfe.jpeg
Azure Administration Essential Training,https://www.linkedin.com/learning/azure-administration-essential-training-17225360?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-YUcxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,"Microsoft Azure,Cloud Administration","Get a cloud administrator's view of Azure. Learn how to use its cloud-based storage and networking services, which can scale up or down as your organization changes.","Get a cloud administrator's view of Azure. Learn how to use its cloud-based storage and networking services, which can scale up or down as your organization changes.",1,0,0,1193,4.8,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/ddb60a9cd171.jpeg
Ethical Hacking: The Complete Malware Analysis Process,https://www.linkedin.com/learning/ethical-hacking-the-complete-malware-analysis-process?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-YRsxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,Malware Detection,"Learn how to detect, analyze, and defeat different types of malware, from viruses and worms to Trojans and backdoors.","Learn how to detect, analyze, and defeat different types of malware, from viruses and worms to Trojans and backdoors.",1,0,0,3277,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/abeec457aad9.jpeg
AWS Certified Solutions Architect - Associate (SAA-C02) Cert Prep: 6 Auto Scaling and Virtual Network Services,https://www.linkedin.com/learning/aws-certified-solutions-architect-associate-saa-c02-cert-prep-6-auto-scaling-and-virtual-network-services?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-YWgxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,Amazon Web Services (AWS),"Explore Amazon Web Services (AWS) auto-scaling solutions and virtual network services, as you study for the 2020 AWS Certified Solutions Architect - Associate (SAA-C02) exam.","Explore Amazon Web Services (AWS) auto-scaling solutions and virtual network services, as you study for the 2020 AWS Certified Solutions Architect - Associate (SAA-C02) exam.",1,0,0,543,4.8,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/83978a5114f3.jpeg
Creating Your First Android App with Kotlin,https://www.linkedin.com/learning/creating-your-first-android-app-with-kotlin?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-YTUxxCz2Y0&mcid=6851962469594763264&irgwc=1,Android Development,Kotlin is now the language of choice for Android app development. Learn how to build your first application with Kotlin in this quick overview.,Kotlin is now the language of choice for Android app development. Learn how to build your first application with Kotlin in this quick overview.,0,0,0,465,4.6,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/5f3531edc4eb.jpeg
Learning Wix,https://www.linkedin.com/learning/learning-wix-16741433?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-YQ0xxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,"Wix Website Builder,Website Building",Wix makes it easy to build your own website. Learn how to use Wix to design a responsive small-business site.,Wix makes it easy to build your own website. Learn how to use Wix to design a responsive small-business site.,0,0,0,40,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/387fa1a7a016.jpeg
Cisco Network Security: Secure Access,https://www.linkedin.com/learning/cisco-network-security-secure-access?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-YQYxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,Cisco Networking,"Learn about Cisco network management, secure device access, and protocols such as NTP, SCP, and SNMP.","Learn about Cisco network management, secure device access, and protocols such as NTP, SCP, and SNMP.",1,0,0,413,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/d01c45ce41a8.jpeg
Learning C,https://www.linkedin.com/learning/learning-c-5?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-YVMxxCz2Y0&mcid=6851962469594763264&irgwc=1,C (Programming Language),"Get a quick introduction to the vocabulary and basics of programming in C, the language that inspired C++, Objective-C, and many others.","Get a quick introduction to the vocabulary and basics of programming in C, the language that inspired C++, Objective-C, and many others.",0,0,0,6615,4.6,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/6afd976dc576.jpeg
Building a Website with Node.js and Express.js,https://www.linkedin.com/learning/building-a-website-with-node-js-and-express-js-3?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-YXAxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,"Node.js,Express.js","Learn how to build dynamic websites with Node.js and Express.js, a popular web server framework.","Learn how to build dynamic websites with Node.js and Express.js, a popular web server framework.",0,0,0,1969,4.5,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://content.linkedin.com/content/dam/me/business/en-us/amp/brand-site/v2/bg/LI-Logo.svg.original.svg
Cisco Network Security: Content and Endpoint Security,https://www.linkedin.com/learning/cisco-network-security-content-and-endpoint-security?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-YSQxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,"Cisco Networking,Endpoint Security",Prepare for the Cisco Certified Network Associate (CCNA) Security exam 210-260. Review key concepts and confidently tackle the Content and Endpoint Security section of the exam.,Prepare for the Cisco Certified Network Associate (CCNA) Security exam 210-260. Review key concepts and confidently tackle the Content and Endpoint Security section of the exam.,1,0,0,271,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/f56680f360bb.jpeg
Learning Cryptography and Network Security,https://www.linkedin.com/learning/learning-cryptography-and-network-security-2?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-d00xxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,"Cryptography,Network Security","Understand the basics of cryptography to keep your networks, systems, and data secure.","Understand the basics of cryptography to keep your networks, systems, and data secure.",0,0,0,785,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/a1dc410d7d15.jpeg
Designing a Portfolio Website with Muse,https://www.linkedin.com/learning/designing-a-portfolio-website-with-muse-2?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-d0YxxCz2Y0&mcid=6851962469594763264&irgwc=1,Adobe Muse,"Create a website that showcases your portfolio by using Adobe Muse. Learn how to add slideshows, buttons, links, and navigation and publish your site to the web.","Create a website that showcases your portfolio by using Adobe Muse. Learn how to add slideshows, buttons, links, and navigation and publish your site to the web.",1,0,0,98,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/3f8a9f86e71e.jpeg
CCSP Cert Prep: 4 Cloud Application Security,https://www.linkedin.com/learning/ccsp-cert-prep-4-cloud-application-security-14796064?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-dxMxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,Cloud Security,Learn the core concepts of cloud application security as you prepare for the fourth domain of the Certified Cloud Security Professional (CCSP) exam.,Learn the core concepts of cloud application security as you prepare for the fourth domain of the Certified Cloud Security Professional (CCSP) exam.,1,0,0,100,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/d2a98d8f7c8b.jpeg
Kubernetes: Native Tools,https://www.linkedin.com/learning/kubernetes-native-tools?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-d2AxxCz2Y0&mcid=6851962469594763264&irgwc=1,Kubernetes,"Learn how to use the native tools provided by the Kubernetes ecosystem. Discover how to use these tools to more effectively build, manage, debug, and scale applications.","Learn how to use the native tools provided by the Kubernetes ecosystem. Discover how to use these tools to more effectively build, manage, debug, and scale applications.",1,0,0,742,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/658d3bbdae45.jpeg
CompTIA A+ (220-1001) Cert Prep 2: Microprocessing and RAM,https://www.linkedin.com/learning/comptia-a-plus-220-1001-cert-prep-2-microprocessing-and-ram?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-dzkxxCz2Y0&mcid=6851962469594763264&irgwc=1,IT Service Management,"Prepare to take and pass the CompTIA A+ Core 1 (220-1001) exam. Learn all about CPUs, RAM technologies and features, and installing both a CPU and RAM.","Prepare to take and pass the CompTIA A+ Core 1 (220-1001) exam. Learn all about CPUs, RAM technologies and features, and installing both a CPU and RAM.",0,0,0,73,4.8,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/54bc22f22fbf.jpeg
Cert Prep: CompTIA Server+ Exam (SK0-004): The Basics,https://www.linkedin.com/learning/exam-tips-comptia-server-plus-sk0-005?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-dwwxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,Server Administration,"Get an overview of the CompTIA Server+ exam. Learn what the exam covers, how to sign up for it, and how earning this certification could boost your server administrator career.","Get an overview of the CompTIA Server+ exam. Learn what the exam covers, how to sign up for it, and how earning this certification could boost your server administrator career.",0,0,0,89,4.7,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/a82a4efd0a1d.jpeg
API Testing Foundations,https://www.linkedin.com/learning/api-testing-foundations?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-dw8xxCz2Y0&mcid=6851962469594763264&irgwc=1,API Testing,Learn the basics of API testing. Discover how to use several robust tools for testing APIs at scale in an organization.,Learn the basics of API testing. Discover how to use several robust tools for testing APIs at scale in an organization.,1,0,0,4861,4.6,Subscription Required,English,English,LinkedIn Learning,LinkedIn Learning,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/6a34532b95a9.jpeg
