urlc,img url,URL,Title,Ratings,Description,Duration,Time,Price,FinalUrl,newRatings,Level,Numenroll,RRRR,skill learn
https://www.classcentral.com/course/linkedin-learning-react-securing-applications-78733,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/67399b13d24a.jpeg,https://www.classcentral.com/course/linkedin-learning-react-securing-applications-78733,React: Securing Applications,,"Learn how to reinforce the security of your React applications, protecting your code, data, users, servers, and more.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/react-securing-applications-2?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-aRUxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Advanced,596 users,4,"Secure Authentication,React.js,"
https://www.classcentral.com/course/linkedin-learning-angular-essential-training-99720,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/104db92d5dda.jpeg,https://www.classcentral.com/course/linkedin-learning-angular-essential-training-99720,Angular Essential Training,932 ratings at LinkedIn Learning,"Learn the essentials of Angular, the “superheroic” JavaScript platform, including powerful features such as two-way data binding, comprehensive routing, and dependency injection.",3-4 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/angular-essential-training-2?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-aR4xxCz2Y0&mcid=6851962469594763264&irgwc=1,4.4,Intermediate,"3,227 users",4.5,"Angular,"
https://www.classcentral.com/course/linkedin-learning-microsoft-azure-networking-concepts-30716,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/ced214f05f36.jpeg,https://www.classcentral.com/course/linkedin-learning-microsoft-azure-networking-concepts-30716,Microsoft Azure: Networking Concepts,,"Learn about configuring networking in a Microsoft Azure environment. Dig deep into networking concepts, VPNs, virtual machines, and network security groups.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/microsoft-azure-networking-concepts-8632290?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-aWcxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Intermediate,656 users,4.6,"Microsoft Azure,"
https://www.classcentral.com/course/linkedin-learning-asp-net-mvc-5-essential-training-29499,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/e94f8d8e1f82.jpeg,https://www.classcentral.com/course/linkedin-learning-asp-net-mvc-5-essential-training-29499,ASP.NET MVC 5 Essential Training,,"Learn how to develop modern, dynamic web applications with the ASP.NET MVC 5 framework.",2-3 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/asp-dot-net-mvc-5-essential-training-4?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-aToxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Beginner,774 users,4.6,"Web Application Development,"
https://www.classcentral.com/course/linkedin-learning-using-generics-in-c-31508,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/608b2077bf9d.jpeg,https://www.classcentral.com/course/linkedin-learning-using-generics-in-c-31508,Using Generics in C#,,"Learn how to use C# generics to build more reusable, type-safe code. Find out how to use generics in popular C# design patterns.",Less than 1 hour of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/using-generics-in-c-sharp?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-aQExxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,344 users,4.7,"C#,"
https://www.classcentral.com/course/linkedin-learning-programming-foundations-data-structures-70673,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/0a8dcde1a792.jpeg,https://www.classcentral.com/course/linkedin-learning-programming-foundations-data-structures-70673,Programming Foundations: Data Structures,924 ratings at LinkedIn Learning,"Learn about programming with data structures. Discover how to store, organize, and access data using data structures such as arrays, linked lists, stacks, queues, and hash tables.",2-3 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/programming-foundations-data-structures-2?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-aVQxxCz2Y0&mcid=6851962469594763264&irgwc=1,4.7,Intermediate,"4,925 users",4.7,"Data Structures,"
https://www.classcentral.com/course/linkedin-learning-learning-jquery-ui-77510,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/dc05511e0f80.jpeg,https://www.classcentral.com/course/linkedin-learning-learning-jquery-ui-77510,Learning jQuery UI,,Learn how to make polished and engaging interfaces for your websites and mobile apps with jQuery UI.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/learning-jquery-ui?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-aV4xxCz2Y0&mcid=6851962469594763264&irgwc=1,,Beginner,315 users,,"jQuery,"
https://www.classcentral.com/course/linkedin-learning-learning-data-science-understanding-the-basics-77418,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/9d1e0ac43f4b.jpeg,https://www.classcentral.com/course/linkedin-learning-learning-data-science-understanding-the-basics-77418,Learning Data Science: Understanding the Basics,923 ratings at LinkedIn Learning,Get an introduction to data science designed for people who aren't planning on being full-time data scientists. Learn the basics of gathering and analyzing big data.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/learning-data-science-understanding-the-basics?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-aXcxxCz2Y0&mcid=6851962469594763264&irgwc=1,4.6,Beginner,"7,481 users",4.6,"Data Science,"
https://www.classcentral.com/course/linkedin-learning-devops-foundations-going-cloud-native-29950,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/e81a4d388ca1.jpeg,https://www.classcentral.com/course/linkedin-learning-devops-foundations-going-cloud-native-29950,DevOps Foundations: Going Cloud Native,,"Forge a path into the world of cloud native. Discover a roadmap to bring the cloud-native paradigm to your organization, with minimal disruption.",Less than 1 hour of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/devops-foundations-going-cloud-native?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-aSoxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,438 users,4.6,"DevOps,Cloud Development,"
https://www.classcentral.com/course/linkedin-learning-c-design-patterns-part-3-29680,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/189f980e030d.jpeg,https://www.classcentral.com/course/linkedin-learning-c-design-patterns-part-3-29680,C# Design Patterns: Part 3,,"Write better code with greater efficiency using C# design patterns. Explore the Prototype, Bridge, Façade, State, and Strategy patterns, and the Template Method.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/c-sharp-design-patterns-part-3-2017?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-80ExxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Beginner + Intermediate,"1,103 users",,"Design Patterns,C#,"
https://www.classcentral.com/course/linkedin-learning-mobile-for-business-using-productivity-apps-30780,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/d1a745fba679.jpeg,https://www.classcentral.com/course/linkedin-learning-mobile-for-business-using-productivity-apps-30780,Mobile for Business: Using Productivity Apps,,Learn how to turn your Android or iOS device into a serious business tool with these productivity apps and workflow tips.,3-4 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/mobile-for-business-using-productivity-apps?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-8xQxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Beginner,94 users,,"Productivity Software,Mobile Devices,"
https://www.classcentral.com/course/linkedin-learning-ar-for-mobile-developers-29478,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/93d7314bd1c4.jpeg,https://www.classcentral.com/course/linkedin-learning-ar-for-mobile-developers-29478,AR for Mobile Developers,,"Learn more about what AR is and how to approach an AR project for mobile development. Learn how to determine if your project is a good fit, review popular AR tools, and more.",Less than 1 hour of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/ar-for-mobile-developers?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-820xxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,413 users,,"Mobile Application Development,Augmented Reality (AR),"
https://www.classcentral.com/course/linkedin-learning-learning-azure-management-tools-30417,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/7479e46b69da.jpeg,https://www.classcentral.com/course/linkedin-learning-learning-azure-management-tools-30417,Learning Azure Management Tools,,"Learn how to deploy and configure resources using the four key management tools in Microsoft Azure: the Azure portal, Azure CLI, PowerShell, and JSON templates.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/learning-azure-management-tools-9666613?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-82YxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Beginner,457 users,4.8,"Microsoft Azure,"
https://www.classcentral.com/course/linkedin-learning-accelerating-tensorflow-with-the-google-machine-learning-engine-29333,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/b1b02e3b6a67.jpeg,https://www.classcentral.com/course/linkedin-learning-accelerating-tensorflow-with-the-google-machine-learning-engine-29333,Accelerating TensorFlow with the Google Machine Learning Engine,,Learn how to use TensorFlow to build high-performing machine learning apps. Discover how to develop and run applications on the Google Cloud Machine Learning Engine.,3-4 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/accelerating-tensorflow-with-the-google-machine-learning-engine?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-8zoxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Beginner,,,
https://www.classcentral.com/course/linkedin-learning-learning-jvm-languages-jvm-java-scala-30485,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/187eb5b845df.jpeg,https://www.classcentral.com/course/linkedin-learning-learning-jvm-languages-jvm-java-scala-30485,"Learning JVM Languages: JVM, Java, Scala",,"Explore Java virtual machine (JVM) and the basics of imperative, object-oriented, and functional programming in Java and Scala.",3-4 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/learning-jvm-languages-jvm-java-scala?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-8wExxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,539 users,,"Java Virtual Machine (JVM),Java,Scala,"
https://www.classcentral.com/course/linkedin-learning-unity-5-2d-essential-training-31482,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/72a6d4268451.jpeg,https://www.classcentral.com/course/linkedin-learning-unity-5-2d-essential-training-31482,Unity 5: 2D Essential Training,,"Get started in Unity 2D game development. Build your first Unity game for desktop, web, or mobile complete with scrolling backgrounds, reusable game objects, and custom UI.",3-4 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/unity-3d-2019-essential-training?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-81QxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Beginner,633 users,4.6,"Unity,"
https://www.classcentral.com/course/linkedin-learning-aws-certified-solutions-architect-associate-saa-c02-cert-prep-1-cloud-services-overview-99749,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/bfad25a033f4.jpeg,https://www.classcentral.com/course/linkedin-learning-aws-certified-solutions-architect-associate-saa-c02-cert-prep-1-cloud-services-overview-99749,AWS Certified Solutions Architect - Associate (SAA-C02) Cert Prep: 1 Cloud Services Overview,907 ratings at LinkedIn Learning,Get an introduction to the basics of cloud computing and the Amazon Web Services (AWS) platform in preparation for the 2020 AWS Certified Solutions Architect - Associate (SAA-C02) exam.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/aws-certified-solutions-architect-associate-saa-c02-cert-prep-1-cloud-services-overview?replacementOf=aws-certified-solutions-architect-associate-saa-c01-1-cloud-services-overview-2019&src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-830xxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,"4,089 users",4.8,"Cloud Computing,"
,,https://www.classcentral.com/course/linkedin-learning-building-restful-apis-with-node-js-and-express-39644,Building RESTful APIs with Node.js and Express,,"Find out how to build a simple, RESTful web API using Node.js, Express, and MongoDB.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/building-restful-apis-with-node-js-and-express-16069959?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-83YxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Intermediate,131 users,4.8,"Node.js,Express.js,REST APIs,"
https://www.classcentral.com/course/linkedin-learning-electron-building-cross-platform-desktop-apps-76446,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/68afd7faeda1.jpeg,https://www.classcentral.com/course/linkedin-learning-electron-building-cross-platform-desktop-apps-76446,Electron: Building Cross Platform Desktop Apps,,"Learn how to use Electron to create compelling cross-platform desktop apps with a few lines of JavaScript, HTML, and CSS code.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/electron-building-cross-platform-desktop-apps-2?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-8yMxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Intermediate,332 users,4.6,"Cross-platform Development,"
https://www.classcentral.com/course/linkedin-learning-learning-node-js-100267,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/c469caa24b62.jpeg,https://www.classcentral.com/course/linkedin-learning-learning-node-js-100267,Learning Node.js,901 ratings at LinkedIn Learning,Learn the basics of Node.js—a lightweight JavaScript-based platform—and how to build a simple application.,2-3 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/learning-node-js-2017?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-8UAxxCz2Y0&mcid=6851962469594763264&irgwc=1,4.5,Beginner,"4,435 users",4.5,"Node.js,"
https://www.classcentral.com/course/linkedin-learning-penetration-testing-advanced-enumeration-78364,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/926641bcf4d7.jpeg,https://www.classcentral.com/course/linkedin-learning-penetration-testing-advanced-enumeration-78364,Penetration Testing: Advanced Enumeration,,"Enumeration is the key to achieving success with a pen test. Learn about methods of enumerating networks and target systems, and how to leverage sophisticated tools and scripts.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/advanced-techniques-for-ethical-hacking?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-8RkxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Advanced,203 users,4.7,"Penetration Testing,Ethical Hacking,"
https://www.classcentral.com/course/linkedin-learning-laravel-5-essential-training-2-testing-securing-and-deploying-77243,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/3a7ee556f01c.jpeg,https://www.classcentral.com/course/linkedin-learning-laravel-5-essential-training-2-testing-securing-and-deploying-77243,"Laravel 5 Essential Training: 2 Testing, Securing, and Deploying",,"Learn how to test, secure, and deploy elegant PHP applications, with Laravel.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/laravel-5-essential-training-2-testing-securing-and-deploying?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-8WwxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,381 users,,"Laravel,"
https://www.classcentral.com/course/linkedin-learning-ethical-hacking-hacking-iot-devices-30007,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/28439f73c65b.jpeg,https://www.classcentral.com/course/linkedin-learning-ethical-hacking-hacking-iot-devices-30007,Ethical Hacking: Hacking IoT Devices,,Find out how to make IoT devices more secure by learning about the technologies and protocols used and how to implement countermeasures to address vulnerabilities.,Less than 1 hour of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/ethical-hacking-hacking-iot-devices?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-8W8xxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Intermediate,861 users,4.5,"Ethical Hacking,"
https://www.classcentral.com/course/linkedin-learning-cloud-computing-with-ibm-bluemix-29750,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/bd001db55dd5.jpeg,https://www.classcentral.com/course/linkedin-learning-cloud-computing-with-ibm-bluemix-29750,Cloud Computing with IBM Bluemix,,"Explore the services from Bluemix, the PaaS offering from IBM Cloud.",2-3 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/cloud-computing-with-ibm-bluemix?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-8TIxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,242 users,3.1,"IBM Bluemix,"
https://www.classcentral.com/course/linkedin-learning-android-app-development-enterprise-integration-29439,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/704159d8c573.jpeg,https://www.classcentral.com/course/linkedin-learning-android-app-development-enterprise-integration-29439,Android App Development: Enterprise Integration,,"Learn how to add mobile device management (MDM) integration options into a new or existing Android app, and open your application to the enterprise market.",Less than 1 hour of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/android-app-development-enterprise-integration?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-8QsxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,470 users,,"Android Development,"
https://www.classcentral.com/course/linkedin-learning-it-help-desk-for-beginners-77131,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/fba234f6d14f.jpeg,https://www.classcentral.com/course/linkedin-learning-it-help-desk-for-beginners-77131,IT Help Desk for Beginners,883 ratings at LinkedIn Learning,"Learn the fundamental skills needed to get a job as an IT help desk technician. Learn the basics of software installation, networking, and troubleshooting.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/it-help-desk-for-beginners?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-8VgxxCz2Y0&mcid=6851962469594763264&irgwc=1,4.5,Beginner,"3,897 users",4.4,"Technical Support,"
https://www.classcentral.com/course/linkedin-learning-comptia-network-n10-007-cert-prep-4-making-tcp-ip-work-29786,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/ac3d335444e6.jpeg,https://www.classcentral.com/course/linkedin-learning-comptia-network-n10-007-cert-prep-4-making-tcp-ip-work-29786,CompTIA Network+ (N10-007) Cert Prep: 4 Making TCP/IP Work,881 ratings at LinkedIn Learning,Prepare to take and pass the CompTIA Network+ (N10-007) exam. Review key networking exam concepts as you learn about TCP/IP applications and network naming.,2-3 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/comptia-network-plus-n10-007-cert-prep-4-making-tcp-ip-work?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-8XUxxCz2Y0&mcid=6851962469594763264&irgwc=1,4.8,Intermediate,"3,211 users",4.8,"CompTIA Network+,"
https://www.classcentral.com/course/linkedin-learning-installing-apache-mysql-and-php-77014,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/7f606701a89e.jpeg,https://www.classcentral.com/course/linkedin-learning-installing-apache-mysql-and-php-77014,"Installing Apache, MySQL, and PHP",,"Learn how to install and configure Apache, MySQL, and PHP, known collectively as the AMP stack, on a local development computer. Windows, macOS, and Linux scenarios are covered.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/installing-apache-mysql-and-php-3?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-8X4xxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Beginner,400 users,4.7,"Apache,PHP,MySQL,"
https://www.classcentral.com/course/linkedin-learning-software-testing-exploratory-testing-31332,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/d9bf4347bf81.jpeg,https://www.classcentral.com/course/linkedin-learning-software-testing-exploratory-testing-31332,Software Testing: Exploratory Testing,,Learn how to use exploratory testing to immediately add value at any point in a product’s development.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/software-testing-exploratory-testing?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-8ScxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Intermediate,"1,418 users",4.7,"Exploratory Testing,"
https://www.classcentral.com/course/linkedin-learning-asp-net-mvc-http-request-life-cycle-29502,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/424711b43258.jpeg,https://www.classcentral.com/course/linkedin-learning-asp-net-mvc-http-request-life-cycle-29502,ASP.NET MVC: HTTP Request Life Cycle,,Learn the architecture of the MVC framework by exploring the life cycle of an HTTP request as it travels through the ASP.NET platform and the MVC framework.,2-3 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/asp-dot-net-mvc-http-request-life-cycle?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-50oxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Advanced,"1,899 users",4.7,"ASP.NET MVC,"
https://www.classcentral.com/course/linkedin-learning-metaverse-and-nfts-for-marketing-101714,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/b6220c918d20.jpeg,https://www.classcentral.com/course/linkedin-learning-metaverse-and-nfts-for-marketing-101714,Metaverse and NFTs for Marketing,869 ratings at LinkedIn Learning,Learn about how to approach the metaverse and non-fungible tokens (NFTs) from a marketing perspective in this accessible audio-only course.,Less than 1 hour of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/metaverse-and-nfts-for-marketing?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-5xExxCz2Y0&mcid=6851962469594763264&irgwc=1,,Beginner,"5,076 users",4.6,"Marketing Strategy,Virtual Reality (VR),Non-Fungible Tokens (NFTs),"
https://www.classcentral.com/course/linkedin-learning-microsoft-cybersecurity-stack-identity-and-endpoint-protection-basics-30727,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/a592571b6f65.jpeg,https://www.classcentral.com/course/linkedin-learning-microsoft-cybersecurity-stack-identity-and-endpoint-protection-basics-30727,Microsoft Cybersecurity Stack: Identity and Endpoint Protection Basics,,"Learn the basics of setting up endpoint protection. Discover how to set up Azure Active Directory Premium, enable multi-factor authentication, and more.",2-3 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/cert-prep-microsoft-identity-and-access-administrator-associate-sc-300?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-52QxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Intermediate,197 users,4.7,"Identity & Access Management (IAM),"
https://www.classcentral.com/course/linkedin-learning-security-outsourcing-vendor-selection-and-management-78978,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/84dad9bd89f5.jpeg,https://www.classcentral.com/course/linkedin-learning-security-outsourcing-vendor-selection-and-management-78978,Security Outsourcing: Vendor Selection and Management,,Learn how and why to outsource your cybersecurity program. Find out how to select manage vendors for maximum value.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/cybersecurity-outsourcing-vendor-selection-and-management?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-5z0xxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Intermediate,184 users,4.5,"Security Management,"
https://www.classcentral.com/course/linkedin-learning-learning-git-and-github-102008,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/a50ead0d9722.jpeg,https://www.classcentral.com/course/linkedin-learning-learning-git-and-github-102008,Learning Git and GitHub,859 ratings at LinkedIn Learning,"Learn to work with the most common Git commands, and use GitHub to clone, explore, and create templates from existing projects.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/learning-git-and-github-14213624?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-5zYxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Beginner,"4,427 users",4.7,"GitHub,Git,"
https://www.classcentral.com/course/linkedin-learning-practical-application-architecture-with-entity-framework-core-31023,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/a522093e1409.jpeg,https://www.classcentral.com/course/linkedin-learning-practical-application-architecture-with-entity-framework-core-31023,Practical Application Architecture with Entity Framework Core,,Learn how to choose an application architecture to use with Entity Framework Core for several different scenarios.,2-3 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/practical-application-architecture-with-entity-framework-core?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-5woxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Advanced,851 users,4.4,"Entity Framework,"
https://www.classcentral.com/course/linkedin-learning-building-serverless-apps-on-aws-29665,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/e54154a1d15e.jpeg,https://www.classcentral.com/course/linkedin-learning-building-serverless-apps-on-aws-29665,Building Serverless Apps on AWS,,"Learn how to develop a serverless app on Amazon Web Services (AWS). This course covers how to work with Lambda, DynamoDB, S3, Postman, and API gateway services, from setup to testing.",Less than 1 hour of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/building-serverless-apps-on-aws-2018?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR-51ExxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Beginner,547 users,4.7,"Amazon S3,"
